Price Period,Town,Super,Diesel,Kerosene
15th April 2023 - 14th May2023,Dadaab,184.85,167.55,151.49
15th April 2023 - 14th May2023,Tarbaj,188.42,171.12,155.04
15th April 2023 - 14th May2023,Elwak,190.02,172.72,156.65
15th April 2023 - 14th May2023,Wajir,188.57,171.27,155.21
15th April 2023 - 14th May2023,Modogashe,186.3,169.0,152.94
15th April 2023 - 14th May2023,Mandera,192.35,175.05,158.98
15th April 2023 - 14th May2023,Matuu,180.2,162.9,146.84
15th April 2023 - 14th May2023,Merti,184.65,167.35,151.29
15th April 2023 - 14th May2023,Oldonyiro,181.67,164.36,148.29
15th April 2023 - 14th May2023,Eldas,190.34,173.04,156.98
15th April 2023 - 14th May2023,Bute,187.38,170.08,154.02
15th April 2023 - 14th May2023,Hadado,185.97,168.67,152.6
15th April 2023 - 14th May2023,Mai Mahiu,179.42,162.12,146.06
15th April 2023 - 14th May2023,Doldo,182.0,164.7,148.63
15th April 2023 - 14th May2023,Lamuria,181.12,163.82,147.75
15th April 2023 - 14th May2023,Sipili,181.98,164.68,148.62
15th April 2023 - 14th May2023,Marimanti,181.61,164.31,148.25
15th April 2023 - 14th May2023,Mutuobare,180.95,163.65,147.58
15th April 2023 - 14th May2023,North Horr,188.11,170.82,154.75
15th April 2023 - 14th May2023,Maikona,186.73,169.43,153.37
15th April 2023 - 14th May2023,Kalacha,187.27,169.97,153.91
15th April 2023 - 14th May2023,Loyangalani,187.34,170.04,153.97
15th April 2023 - 14th May2023,Turbi,187.14,169.84,153.78
15th April 2023 - 14th May2023,Laisamis,184.36,167.06,150.98
15th April 2023 - 14th May2023,Merille,184.05,166.75,150.69
15th April 2023 - 14th May2023,Korr,185.3,168.0,151.93
15th April 2023 - 14th May2023,Nakuru,178.62,161.83,145.79
15th April 2023 - 14th May2023,Gilgil,178.58,161.79,145.76
15th April 2023 - 14th May2023,Mogotio,178.57,161.78,145.74
15th April 2023 - 14th May2023,Molo,178.65,161.86,145.83
15th April 2023 - 14th May2023,Olenguruone,179.36,162.56,146.53
15th April 2023 - 14th May2023,Londiani,178.88,162.09,146.05
15th April 2023 - 14th May2023,Nyahururu,178.87,162.08,146.04
15th April 2023 - 14th May2023,Archers Post,181.85,165.06,149.03
15th April 2023 - 14th May2023,Lodosoit,182.95,166.16,150.13
15th April 2023 - 14th May2023,Naivasha,178.95,162.15,146.11
15th April 2023 - 14th May2023,Marigat,179.34,162.55,146.51
15th April 2023 - 14th May2023,Kabarnet,179.83,163.04,147.01
15th April 2023 - 14th May2023,Maralal,180.92,164.13,148.1
15th April 2023 - 14th May2023,Wamba,181.76,164.97,148.93
15th April 2023 - 14th May2023,Rumuruti,179.41,162.62,146.58
15th April 2023 - 14th May2023,Eldoret,179.5,162.72,146.67
15th April 2023 - 14th May2023,Kiplombe,179.5,162.72,146.67
15th April 2023 - 14th May2023,Iten,179.5,162.72,146.67
15th April 2023 - 14th May2023,Naiberi,179.5,162.72,146.67
15th April 2023 - 14th May2023,Kesses,179.5,162.72,146.67
15th April 2023 - 14th May2023,Kapsabet,179.52,162.74,146.68
15th April 2023 - 14th May2023,Webuye,179.93,163.15,147.1
15th April 2023 - 14th May2023,Kitale,179.86,163.08,147.03
15th April 2023 - 14th May2023,Kapenguria,180.5,163.72,147.67
15th April 2023 - 14th May2023,Bungoma,180.26,163.48,147.44
15th April 2023 - 14th May2023,Moiben,179.52,162.74,146.68
15th April 2023 - 14th May2023,Matunda,179.49,162.7,146.66
15th April 2023 - 14th May2023,Burnt Forest,179.45,162.67,146.62
15th April 2023 - 14th May2023,Tambach,179.54,162.76,146.71
15th April 2023 - 14th May2023,Kapsowar,180.0,163.22,147.18
15th April 2023 - 14th May2023,Chebara,179.89,163.1,147.06
15th April 2023 - 14th May2023,Kimwarer,179.81,163.03,146.99
15th April 2023 - 14th May2023,Timboroa,179.73,162.95,146.9
15th April 2023 - 14th May2023,Nandi Hills,179.69,162.91,146.87
15th April 2023 - 14th May2023,Kaiboi,179.55,162.77,146.73
15th April 2023 - 14th May2023,Kiminini,180.05,163.27,147.21
15th April 2023 - 14th May2023,Endebes,180.39,163.61,147.57
15th April 2023 - 14th May2023,Saboti,180.07,163.29,147.25
15th April 2023 - 14th May2023,Chepareria,180.71,163.93,147.87
15th April 2023 - 14th May2023,Lomut,182.33,165.53,149.49
15th April 2023 - 14th May2023,Burgich,181.12,164.34,148.29
15th April 2023 - 14th May2023,Sigor,181.25,164.47,148.42
15th April 2023 - 14th May2023,Lodwar,183.68,166.9,150.85
15th April 2023 - 14th May2023,Kakuma,185.27,168.49,152.44
15th April 2023 - 14th May2023,Lokichar,182.68,165.9,149.85
15th April 2023 - 14th May2023,Kalokol,184.44,167.66,151.61
15th April 2023 - 14th May2023,Lokori,183.05,166.27,150.22
15th April 2023 - 14th May2023,Lokitaung,187.33,170.55,154.49
15th April 2023 - 14th May2023,Kapedo,182.33,165.53,149.49
15th April 2023 - 14th May2023,Malaba,180.66,163.88,147.84
15th April 2023 - 14th May2023,Lokichogio,186.46,169.68,153.63
15th April 2023 - 14th May2023,Ziwa,179.69,162.91,146.87
15th April 2023 - 14th May2023,Soy,179.51,162.72,146.67
15th April 2023 - 14th May2023,Moi?s Bridge,179.57,162.78,146.74
15th April 2023 - 14th May2023,Turbo,179.45,162.67,146.62
15th April 2023 - 14th May2023,Kibish,187.56,170.77,154.73
15th April 2023 - 14th May2023,Nakalale,186.39,169.6,153.55
15th April 2023 - 14th May2023,Loima,182.8,166.02,149.97
15th April 2023 - 14th May2023,Lokiriama,184.37,167.59,151.53
15th April 2023 - 14th May2023,Kainuk,181.57,164.79,148.74
15th April 2023 - 14th May2023,Kacheliba,180.9,164.12,148.07
15th April 2023 - 14th May2023,Kiwawa,181.5,164.72,148.68
15th April 2023 - 14th May2023,Ortum,181.09,164.31,148.26
15th April 2023 - 14th May2023,Kachibora,179.89,163.1,147.06
15th April 2023 - 14th May2023,Kwanza,180.6,163.82,147.78
15th April 2023 - 14th May2023,Kaplamai,179.92,163.14,147.08
15th April 2023 - 14th May2023,Eldama Ravine,180.33,163.55,147.51
15th April 2023 - 14th May2023,Tenges,180.47,163.69,147.65
15th April 2023 - 14th May2023,Barwessa,180.59,163.81,147.75
15th April 2023 - 14th May2023,Kipsaraman,181.49,164.71,148.66
15th April 2023 - 14th May2023,Loruk,181.36,164.58,148.53
15th April 2023 - 14th May2023,Kabartonjo,180.33,163.55,147.51
15th April 2023 - 14th May2023,Tindiret,180.39,163.61,147.57
15th April 2023 - 14th May2023,O?lessos,179.57,162.78,146.74
15th April 2023 - 14th May2023,Kobujoi,179.97,163.19,147.14
15th April 2023 - 14th May2023,Serem,180.05,163.27,147.21
15th April 2023 - 14th May2023,Kabiyet,179.51,162.72,146.67
15th April 2023 - 14th May2023,Cheptulu,179.93,163.15,147.1
15th April 2023 - 14th May2023,Songor,180.47,163.69,147.65
15th April 2023 - 14th May2023,Kapcherop,180.11,163.33,147.28
15th April 2023 - 14th May2023,Sambalat,180.79,164.01,147.97
15th April 2023 - 14th May2023,Arror,180.45,163.67,147.61
15th April 2023 - 14th May2023,Tot,180.65,163.87,147.82
15th April 2023 - 14th May2023,Kaptarakwa,179.69,162.91,146.87
15th April 2023 - 14th May2023,Kapese,182.65,165.86,149.82
15th April 2023 - 14th May2023,Kalemngorok,182.03,165.25,149.21
15th April 2023 - 14th May2023,Marich,181.02,164.24,148.19
15th April 2023 - 14th May2023,Alale,181.5,164.72,148.68
15th April 2023 - 14th May2023,Kunyao,181.17,164.39,148.34
15th April 2023 - 14th May2023,Asilong,180.76,163.98,147.93
15th April 2023 - 14th May2023,Orolwo,180.79,164.01,147.97
15th April 2023 - 14th May2023,Sebit,180.74,163.96,147.92
15th April 2023 - 14th May2023,Morpus,180.65,163.87,147.82
15th April 2023 - 14th May2023,Chepkorniswo,180.53,163.75,147.71
15th April 2023 - 14th May2023,Kaibichbich,180.49,163.7,147.66
15th April 2023 - 14th May2023,Keringet,180.21,163.43,147.39
15th April 2023 - 14th May2023,Kisumu,179.5,162.7,146.66
15th April 2023 - 14th May2023,Sondu,179.59,162.8,146.77
15th April 2023 - 14th May2023,Oyugis,180.08,163.29,147.25
15th April 2023 - 14th May2023,Kakamega,179.54,162.75,146.72
15th April 2023 - 14th May2023,Mumias,179.82,163.03,146.99
15th April 2023 - 14th May2023,Bondo,179.7,162.91,146.88
15th April 2023 - 14th May2023,Siaya,179.83,163.04,147.0
15th April 2023 - 14th May2023,Kericho,180.0,163.21,147.17
15th April 2023 - 14th May2023,Nyamira,180.07,163.28,147.24
15th April 2023 - 14th May2023,Kisii,180.37,163.58,147.55
15th April 2023 - 14th May2023,Sotik,180.21,163.42,147.38
15th April 2023 - 14th May2023,Keroka,180.39,163.6,147.56
15th April 2023 - 14th May2023,Busia,180.36,163.57,147.54
15th April 2023 - 14th May2023,Homabay,180.31,163.52,147.48
15th April 2023 - 14th May2023,Migori,181.17,164.37,148.34
15th April 2023 - 14th May2023,Isebania,181.45,164.66,148.62
15th April 2023 - 14th May2023,Bomet,180.61,163.82,147.78
15th April 2023 - 14th May2023,Muhoroni,179.72,162.93,146.9
15th April 2023 - 14th May2023,Mbita,180.3,163.5,147.47
15th April 2023 - 14th May2023,Mbale,179.5,162.7,146.66
15th April 2023 - 14th May2023,Etago,180.94,164.15,148.12
15th April 2023 - 14th May2023,Magenche,181.05,164.26,148.22
15th April 2023 - 14th May2023,Kilgoris,180.88,164.09,148.06
15th April 2023 - 14th May2023,Malava,179.86,163.06,147.03
15th April 2023 - 14th May2023,Lugari,180.25,163.45,147.42
15th April 2023 - 14th May2023,Rodi Kopany,180.37,163.58,147.55
15th April 2023 - 14th May2023,Ndhiwa,180.65,163.86,147.82
15th April 2023 - 14th May2023,Rangwe,180.36,163.57,147.54
15th April 2023 - 14th May2023,Sindo,180.37,163.58,147.55
15th April 2023 - 14th May2023,Awasi,179.45,162.66,146.63
15th April 2023 - 14th May2023,Ahero,179.5,162.7,146.66
15th April 2023 - 14th May2023,Ugunja,179.93,163.13,147.1
15th April 2023 - 14th May2023,Asembo,179.57,162.78,146.75
15th April 2023 - 14th May2023,Usenge,180.06,163.26,147.22
15th April 2023 - 14th May2023,Harambee,179.54,162.75,146.71
15th April 2023 - 14th May2023,Muhuru Bay,181.31,164.52,148.48
15th April 2023 - 14th May2023,Kehancha,181.54,164.75,148.71
15th April 2023 - 14th May2023,Ntimaru,181.85,165.06,149.02
15th April 2023 - 14th May2023,Rongo,180.62,163.83,147.8
15th April 2023 - 14th May2023,Kaspokwony,180.59,163.8,147.75
15th April 2023 - 14th May2023,Chwele,180.53,163.74,147.7
15th April 2023 - 14th May2023,Kimilili,180.46,163.67,147.62
15th April 2023 - 14th May2023,Nambale,180.36,163.57,147.54
15th April 2023 - 14th May2023,SioPort,180.35,163.56,147.53
15th April 2023 - 14th May2023,Port Bunyala,180.4,163.61,147.57
15th April 2023 - 14th May2023,Funyula,180.22,163.43,147.4
15th April 2023 - 14th May2023,Ogembo,180.53,163.74,147.7
15th April 2023 - 14th May2023,Nyangusu,180.79,164.0,147.96
15th April 2023 - 14th May2023,Sengera,180.72,163.92,147.88
15th April 2023 - 14th May2023,Keumbu,180.44,163.64,147.61
15th April 2023 - 14th May2023,Marani,180.14,163.35,147.31
15th April 2023 - 14th May2023,Kerina,180.5,163.71,147.68
15th April 2023 - 14th May2023,Ikonge,179.86,163.07,147.03
15th April 2023 - 14th May2023,Nyansiongo,180.26,163.47,147.43
15th June 2023- 14th July 2023,,179.2,,158.65
15th June 2023- 14th July 2023,,179.92,,159.36
15th June 2023- 14th July 2023,,179.56,,159.01
15th June 2023- 14th July 2023,,179.56,,159.01
15th June 2023- 14th July 2023,,180.12,,159.57
15th June 2023- 14th July 2023,,180.27,,159.72
15th June 2023- 14th July 2023,,180.68,,160.13
15th June 2023- 14th July 2023,,182.09,,161.54
15th June 2023- 14th July 2023,,182.51,,161.96
15th June 2023- 14th July 2023,,182.79,,162.24
15th June 2023- 14th July 2023,,182.51,,161.96
15th June 2023- 14th July 2023,,181.47,,160.92
15th June 2023- 14th July 2023,,181.56,,161.01
15th June 2023- 14th July 2023,,179.51,,158.95
15th June 2023- 14th July 2023,,179.69,,159.14
15th June 2023- 14th July 2023,,181.02,,160.47
15th June 2023- 14th July 2023,,181.18,,160.64
15th June 2023- 14th July 2023,,179.37,,158.81
15th June 2023- 14th July 2023,,180.78,,160.23
15th June 2023- 14th July 2023,,182.04,,161.48
15th June 2023- 14th July 2023,,182.04,,161.48
15th June 2023- 14th July 2023,,182.28,,161.71
15th June 2023- 14th July 2023,,182.46,,161.89
15th June 2023- 14th July 2023,,182.33,,161.76
15th June 2023- 14th July 2023,,182.56,,162.0
15th June 2023- 14th July 2023,,182.78,,162.22
15th June 2023- 14th July 2023,,183.15,,162.58
15th June 2023- 14th July 2023,,183.07,,162.5
15th June 2023- 14th July 2023,,183.43,,162.86
15th June 2023- 14th July 2023,,183.42,,162.85
15th June 2023- 14th July 2023,,183.59,,163.02
15th June 2023- 14th July 2023,,183.37,,162.81
15th June 2023- 14th July 2023,,183.68,,163.11
15th June 2023- 14th July 2023,,183.57,,163.0
15th June 2023- 14th July 2023,,183.96,,163.39
15th June 2023- 14th July 2023,,183.97,,163.4
15th June 2023- 14th July 2023,,184.94,,164.38
15th June 2023- 14th July 2023,,184.47,,163.91
15th June 2023- 14th July 2023,,185.13,,164.57
15th June 2023- 14th July 2023,,184.99,,164.43
15th June 2023- 14th July 2023,,185.59,,165.02
15th June 2023- 14th July 2023,,186.21,,165.64
15th June 2023- 14th July 2023,,189.9,,169.33
15th June 2023- 14th July 2023,,188.98,,168.41
15th June 2023- 14th July 2023,,191.47,,170.91
15th June 2023- 14th July 2023,,190.53,,169.96
15th June 2023- 14th July 2023,,188.9,,168.34
15th June 2023- 14th July 2023,,187.6,,167.03
15th June 2023- 14th July 2023,,191.15,,170.59
15th June 2023- 14th July 2023,,192.76,,172.18
15th June 2023- 14th July 2023,,191.3,,170.74
15th June 2023- 14th July 2023,,189.04,,168.48
15th June 2023- 14th July 2023,,195.08,,174.52
15th June 2023- 14th July 2023,,182.94,,162.38
15th June 2023- 14th July 2023,,187.39,,166.82
15th June 2023- 14th July 2023,,184.4,,163.84
15th June 2023- 14th July 2023,,193.08,,172.51
15th June 2023- 14th July 2023,,190.11,,169.55
15th June 2023- 14th July 2023,,188.71,,168.14
15th June 2023- 14th July 2023,,182.16,,161.6
15th June 2023- 14th July 2023,,184.73,,164.17
15th June 2023- 14th July 2023,,183.86,,163.3
15th June 2023- 14th July 2023,,184.72,,164.16
15th June 2023- 14th July 2023,,184.35,,163.78
15th June 2023- 14th July 2023,,183.69,,163.12
15th June 2023- 14th July 2023,,190.86,,170.28
15th June 2023- 14th July 2023,,189.46,,168.9
15th June 2023- 14th July 2023,,190.01,,169.45
15th June 2023- 14th July 2023,,190.08,,169.52
15th June 2023- 14th July 2023,,189.89,,169.32
15th June 2023- 14th July 2023,,187.09,,166.53
15th June 2023- 14th July 2023,,186.8,,166.22
15th June 2023- 14th July 2023,,188.03,,167.47
15th June 2023- 14th July 2023,,181.18,,161.01
15th June 2023- 14th July 2023,,181.14,,160.96
15th June 2023- 14th July 2023,,181.13,,160.95
15th June 2023- 14th July 2023,,181.21,,161.04
15th June 2023- 14th July 2023,,181.92,,161.74
15th June 2023- 14th July 2023,,181.44,,161.26
15th June 2023- 14th July 2023,,181.42,,161.24
15th June 2023- 14th July 2023,,184.41,,164.24
15th June 2023- 14th July 2023,,185.51,,165.34
15th June 2023- 14th July 2023,,181.5,,161.33
15th June 2023- 14th July 2023,,181.9,,161.73
15th June 2023- 14th July 2023,,182.39,,162.22
15th June 2023- 14th July 2023,,183.48,,163.31
15th June 2023- 14th July 2023,,184.32,,164.15
15th June 2023- 14th July 2023,,181.97,,161.79
15th June 2023- 14th July 2023,,181.88,,161.71
15th June 2023- 14th July 2023,,181.88,,161.71
15th June 2023- 14th July 2023,,181.88,,161.71
15th June 2023- 14th July 2023,,181.88,,161.71
15th June 2023- 14th July 2023,,181.88,,161.71
15th June 2023- 14th July 2023,,181.89,,161.72
15th June 2023- 14th July 2023,,182.3,,162.13
15th June 2023- 14th July 2023,,182.24,,162.07
15th June 2023- 14th July 2023,,182.88,,162.7
15th June 2023- 14th July 2023,,182.65,,162.46
15th June 2023- 14th July 2023,,181.89,,161.72
15th June 2023- 14th July 2023,,181.87,,161.7
15th June 2023- 14th July 2023,,181.83,,161.65
15th June 2023- 14th July 2023,,181.92,,161.74
15th June 2023- 14th July 2023,,182.39,,162.22
15th June 2023- 14th July 2023,,182.27,,162.1
15th June 2023- 14th July 2023,,182.2,,162.02
15th June 2023- 14th July 2023,,182.11,,161.94
15th June 2023- 14th July 2023,,182.08,,161.9
15th June 2023- 14th July 2023,,181.94,,161.76
15th June 2023- 14th July 2023,,182.42,,162.25
15th June 2023- 14th July 2023,,182.78,,162.59
15th June 2023- 14th July 2023,,182.45,,162.28
15th June 2023- 14th July 2023,,183.08,,162.91
15th June 2023- 14th July 2023,,184.7,,164.53
15th June 2023- 14th July 2023,,183.5,,163.33
15th June 2023- 14th July 2023,,183.63,,163.46
15th June 2023- 14th July 2023,,186.06,,165.89
15th June 2023- 14th July 2023,,187.65,,167.48
15th June 2023- 14th July 2023,,185.06,,164.88
15th June 2023- 14th July 2023,,186.82,,166.64
15th June 2023- 14th July 2023,,185.43,,165.25
15th June 2023- 14th July 2023,,189.7,,169.53
15th June 2023- 14th July 2023,,184.7,,164.53
15th June 2023- 14th July 2023,,183.05,,162.87
15th June 2023- 14th July 2023,,188.84,,168.66
15th June 2023- 14th July 2023,,182.08,,161.9
15th June 2023- 14th July 2023,,181.88,,161.71
15th June 2023- 14th July 2023,,181.95,,161.77
15th June 2023- 14th July 2023,,181.83,,161.65
15th June 2023- 14th July 2023,,189.94,,169.77
15th June 2023- 14th July 2023,,188.76,,168.59
15th June 2023- 14th July 2023,,185.18,,165.0
15th June 2023- 14th July 2023,,186.74,,166.57
15th June 2023- 14th July 2023,,183.95,,163.77
15th June 2023- 14th July 2023,,183.28,,163.1
15th June 2023- 14th July 2023,,183.89,,163.71
15th June 2023- 14th July 2023,,183.47,,163.3
15th June 2023- 14th July 2023,,182.27,,162.1
15th June 2023- 14th July 2023,,182.98,,162.81
15th June 2023- 14th July 2023,,182.29,,162.12
15th June 2023- 14th July 2023,,182.71,,162.53
15th June 2023- 14th July 2023,,182.85,,162.68
15th June 2023- 14th July 2023,,182.96,,162.79
15th June 2023- 14th July 2023,,183.87,,163.7
15th June 2023- 14th July 2023,,183.74,,163.57
15th June 2023- 14th July 2023,,182.71,,162.53
15th June 2023- 14th July 2023,,182.78,,162.59
15th June 2023- 14th July 2023,,181.95,,161.77
15th June 2023- 14th July 2023,,182.35,,162.17
15th June 2023- 14th July 2023,,182.42,,162.25
15th June 2023- 14th July 2023,,181.88,,161.71
15th June 2023- 14th July 2023,,182.3,,162.13
15th June 2023- 14th July 2023,,182.85,,162.68
15th June 2023- 14th July 2023,,182.49,,162.31
15th June 2023- 14th July 2023,,183.18,,163.0
15th June 2023- 14th July 2023,,182.82,,162.65
15th June 2023- 14th July 2023,,183.03,,162.85
15th June 2023- 14th July 2023,,182.08,,161.9
15th June 2023- 14th July 2023,,185.03,,164.85
15th June 2023- 14th July 2023,,184.42,,164.25
15th June 2023- 14th July 2023,,183.39,,163.22
15th June 2023- 14th July 2023,,183.89,,163.71
15th June 2023- 14th July 2023,,183.55,,163.37
15th June 2023- 14th July 2023,,183.14,,162.96
15th June 2023- 14th July 2023,,183.18,,163.0
15th June 2023- 14th July 2023,,183.12,,162.95
15th June 2023- 14th July 2023,,183.03,,162.85
15th June 2023- 14th July 2023,,182.92,,162.74
15th June 2023- 14th July 2023,,182.87,,162.69
15th June 2023- 14th July 2023,,182.6,,162.42
15th June 2023- 14th July 2023,,181.87,,161.7
15th June 2023- 14th July 2023,,181.98,,161.81
15th June 2023- 14th July 2023,,182.47,,162.28
15th June 2023- 14th July 2023,,181.93,,161.75
15th June 2023- 14th July 2023,,182.2,,162.02
15th June 2023- 14th July 2023,,182.09,,161.91
15th June 2023- 14th July 2023,,182.21,,162.03
15th June 2023- 14th July 2023,,182.38,,162.21
